[Btu_th];[BTU_TH];false;false;false;heat;thermochemical British thermal unit;Btu<sub>th</sub>;energy;kJ;kJ;1.054350;;
[Btu];[BTU];false;false;false;heat;British thermal unit;btu;energy;[Btu_th];[BTU_TH];1;;
[HP];[HP];false;false;false;heat;horsepower;;power;[ft_i].[lbf_av]/s;[FT_I].[LBF_AV]/S;550;;
tex;TEX;true;false;false;heat;tex;tex;linear mass density (of textile thread);g/km;G/KM;1;;
[den];[DEN];false;false;false;heat;Denier;den;linear mass density (of textile thread);g/9/km;G/9/KM;1;;
m[H2O];M[H2O];true;false;false;clinical;meter of water column;m H<sub><r>2</r></sub>O;pressure;kPa;KPAL;980665e-5;;
m[Hg];M[HG];true;false;false;clinical;meter of mercury column;m Hg;pressure;kPa;KPAL;133.3220;;
[in_i'H2O];[IN_I'H2O];false;false;false;clinical;inch of water column;in H<sub><r>2</r></sub>O;pressure;m[H2O].[in_i]/m;M[H2O].[IN_I]/M;1;;
[in_i'Hg];[IN_I'HG];false;false;false;clinical;inch of mercury column;in Hg;pressure;m[Hg].[in_i]/m;M[HG].[IN_I]/M;1;;
[PRU];[PRU];false;false;false;clinical;peripheral vascular resistance unit;P.R.U.;fluid resistance;mm[Hg].s/ml;MM[HG].S/ML;1;;
[wood'U];[WOOD'U];false;false;false;clinical;Wood unit;WoodU.;fluid resistance;mm[Hg].min/L;MM[HG].MIN/L;1;;
[diop];[DIOP];false;false;false;clinical;diopter;dpt;refraction of a lens;/m;/M;1;;
[p'diop];[P'DIOP];false;true;false;clinical;prism diopter;PD;refraction of a prism;100tan(1 rad);100TAN(1 RAD);1;tanTimes100;rad
%[slope];%[SLOPE];false;true;false;clinical;percent of slope;%;slope;100tan(1 rad);100TAN(1 RAD);1;100tan;deg
[mesh_i];[MESH_I];false;false;false;clinical;mesh;;lineic number;/[in_i];/[IN_I];1;;
[Ch];[CH];false;false;false;clinical;Charrière,french;Ch;gauge of catheters;mm/3;MM/3;1;;
[drp];[DRP];false;false;false;clinical;drop;drp;volume;ml/20;ML/20;1;;
[hnsf'U];[HNSF'U];false;false;false;clinical;Hounsfield unit;HF;x-ray attenuation;1;1;1;;
